pdb_id,affinity_type,value,unit,link,experimental_pkd,comp_id,ref_seq_identity,source
1T74,EC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T74,Ki,0.2800000011920929,nM,,9.553,DHT,100.0,rcsb_bulk
1T74,EC50,0.18000000715255737,nM,,9.745,DHT,100.0,rcsb_bulk
1T74,EC50,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T74,IC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T74,Ki,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T74,EC50,3.9800000190734863,nM,,8.4,DHT,100.0,rcsb_bulk
1T74,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T74,EC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T74,Ki,0.27000001072883606,nM,,9.569,DHT,100.0,rcsb_bulk
1T74,Ki,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T74,Ki,0.8999999761581421,nM,,9.046,DHT,100.0,rcsb_bulk
1T74,IC50,1.8200000524520874,nM,,8.74,DHT,100.0,rcsb_bulk
1T74,Ki,0.30000001192092896,nM,,9.523,DHT,100.0,rcsb_bulk
1T74,IC50,13.0,nM,,7.886,DHT,100.0,rcsb_bulk
1T74,IC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T74,EC50,20.0,nM,,7.699,DHT,100.0,rcsb_bulk
1T74,Ki,0.4300000071525574,nM,,9.367,DHT,100.0,rcsb_bulk
1T74,EC50,2.799999952316284,nM,,8.553,DHT,100.0,rcsb_bulk
1T74,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T74,EC50,0.9700000286102295,nM,,9.013,DHT,100.0,rcsb_bulk
1T74,EC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T74,IC50,18.0,nM,,7.745,DHT,100.0,rcsb_bulk
1T74,IC50,18.5,nM,,7.733,DHT,100.0,rcsb_bulk
1T73,EC50,0.18000000715255737,nM,,9.745,DHT,100.0,rcsb_bulk
1T73,EC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T73,EC50,5.699999809265137,nM,,8.244,DHT,100.0,rcsb_bulk
1T73,EC50,5.0,nM,,8.301,DHT,100.0,rcsb_bulk
1T73,EC50,6.199999809265137,nM,,8.208,DHT,100.0,rcsb_bulk
1T73,EC50,3.9800000190734863,nM,,8.4,DHT,100.0,rcsb_bulk
1T73,IC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T73,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T73,EC50,6.0,nM,,8.222,DHT,100.0,rcsb_bulk
1T73,Ki,0.27000001072883606,nM,,9.569,DHT,100.0,rcsb_bulk
1T73,IC50,13.0,nM,,7.886,DHT,100.0,rcsb_bulk
1T73,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T73,Ki,0.8999999761581421,nM,,9.046,DHT,100.0,rcsb_bulk
1T73,Ki,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T73,Ki,0.30000001192092896,nM,,9.523,DHT,100.0,rcsb_bulk
1T73,Kd,0.25,nM,,9.602,DHT,100.0,rcsb_bulk
1T73,IC50,18.0,nM,,7.745,DHT,100.0,rcsb_bulk
1T73,IC50,18.5,nM,,7.733,DHT,100.0,rcsb_bulk
1T73,Ki,0.4300000071525574,nM,,9.367,DHT,100.0,rcsb_bulk
1T73,IC50,1.8200000524520874,nM,,8.74,DHT,100.0,rcsb_bulk
1T73,Ki,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T73,EC50,0.9700000286102295,nM,,9.013,DHT,100.0,rcsb_bulk
1T73,IC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T73,EC50,2.799999952316284,nM,,8.553,DHT,100.0,rcsb_bulk
1T73,EC50,5.099999904632568,nM,,8.292,DHT,100.0,rcsb_bulk
1T73,EC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T73,IC50,3.0999999046325684,nM,,8.509,DHT,100.0,rcsb_bulk
1T73,Ki,0.20000000298023224,nM,,9.699,DHT,100.0,rcsb_bulk
1T73,EC50,20.0,nM,,7.699,DHT,100.0,rcsb_bulk
1T73,Ki,0.28183799982070923,nM,,9.55,DHT,100.0,rcsb_bulk
1T73,IC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T73,Ki,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T73,IC50,2.200000047683716,nM,,8.658,DHT,100.0,rcsb_bulk
1T73,EC50,0.14000000059604645,nM,,9.854,DHT,100.0,rcsb_bulk
1T73,EC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T73,EC50,0.10000000149011612,nM,,10.0,DHT,100.0,rcsb_bulk
1T73,IC50,0.6700000166893005,nM,,9.174,DHT,100.0,rcsb_bulk
1T73,Ki,0.2800000011920929,nM,,9.553,DHT,100.0,rcsb_bulk
1T73,EC50,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T73,Ki,0.6899999976158142,nM,,9.161,DHT,100.0,rcsb_bulk
1T73,IC50,2.0999999046325684,nM,,8.678,DHT,100.0,rcsb_bulk
1T73,Ki,4.699999809265137,nM,,8.328,DHT,100.0,rcsb_bulk
1T73,IC50,4.0,nM,,8.398,DHT,100.0,rcsb_bulk
1T65,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T65,EC50,6.0,nM,,8.222,DHT,100.0,rcsb_bulk
1T65,Ki,0.8999999761581421,nM,,9.046,DHT,100.0,rcsb_bulk
1T65,EC50,5.0,nM,,8.301,DHT,100.0,rcsb_bulk
1T65,Ki,0.30000001192092896,nM,,9.523,DHT,100.0,rcsb_bulk
1T65,IC50,2.200000047683716,nM,,8.658,DHT,100.0,rcsb_bulk
1T65,Ki,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T65,IC50,13.0,nM,,7.886,DHT,100.0,rcsb_bulk
1T65,EC50,0.10000000149011612,nM,,10.0,DHT,100.0,rcsb_bulk
1T65,EC50,2.799999952316284,nM,,8.553,DHT,100.0,rcsb_bulk
1T65,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T65,Ki,0.27000001072883606,nM,,9.569,DHT,100.0,rcsb_bulk
1T65,IC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T65,IC50,18.0,nM,,7.745,DHT,100.0,rcsb_bulk
1T65,EC50,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T65,Ki,0.2800000011920929,nM,,9.553,DHT,100.0,rcsb_bulk
1T65,IC50,18.5,nM,,7.733,DHT,100.0,rcsb_bulk
1T65,IC50,2.0999999046325684,nM,,8.678,DHT,100.0,rcsb_bulk
1T65,EC50,0.18000000715255737,nM,,9.745,DHT,100.0,rcsb_bulk
1T65,EC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T65,EC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T65,Ki,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T65,EC50,5.099999904632568,nM,,8.292,DHT,100.0,rcsb_bulk
1T65,IC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T65,IC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T65,Ki,0.4300000071525574,nM,,9.367,DHT,100.0,rcsb_bulk
1T65,Ki,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T65,IC50,1.8200000524520874,nM,,8.74,DHT,100.0,rcsb_bulk
1T65,EC50,20.0,nM,,7.699,DHT,100.0,rcsb_bulk
1T65,EC50,0.14000000059604645,nM,,9.854,DHT,100.0,rcsb_bulk
1T65,IC50,0.6700000166893005,nM,,9.174,DHT,100.0,rcsb_bulk
1T65,EC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T65,Ki,4.699999809265137,nM,,8.328,DHT,100.0,rcsb_bulk
1T65,IC50,3.0999999046325684,nM,,8.509,DHT,100.0,rcsb_bulk
1T65,IC50,4.0,nM,,8.398,DHT,100.0,rcsb_bulk
1T65,EC50,0.9700000286102295,nM,,9.013,DHT,100.0,rcsb_bulk
1T65,Ki,0.6899999976158142,nM,,9.161,DHT,100.0,rcsb_bulk
1T65,EC50,3.9800000190734863,nM,,8.4,DHT,100.0,rcsb_bulk
1T65,Ki,0.20000000298023224,nM,,9.699,DHT,100.0,rcsb_bulk
1T65,EC50,5.699999809265137,nM,,8.244,DHT,100.0,rcsb_bulk
1T65,Ki,0.28183799982070923,nM,,9.55,DHT,100.0,rcsb_bulk
1T65,Kd,0.25,nM,,9.602,DHT,100.0,rcsb_bulk
1T65,EC50,6.199999809265137,nM,,8.208,DHT,100.0,rcsb_bulk
1T63,Ki,0.30000001192092896,nM,,9.523,DHT,100.0,rcsb_bulk
1T63,Ki,0.8999999761581421,nM,,9.046,DHT,100.0,rcsb_bulk
1T63,IC50,2.200000047683716,nM,,8.658,DHT,100.0,rcsb_bulk
1T63,Ki,0.27000001072883606,nM,,9.569,DHT,100.0,rcsb_bulk
1T63,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T63,EC50,6.0,nM,,8.222,DHT,100.0,rcsb_bulk
1T63,IC50,13.0,nM,,7.886,DHT,100.0,rcsb_bulk
1T63,EC50,0.10000000149011612,nM,,10.0,DHT,100.0,rcsb_bulk
1T63,Ki,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T63,EC50,5.0,nM,,8.301,DHT,100.0,rcsb_bulk
1T63,Ki,0.6899999976158142,nM,,9.161,DHT,100.0,rcsb_bulk
1T63,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T63,IC50,18.5,nM,,7.733,DHT,100.0,rcsb_bulk
1T63,IC50,18.0,nM,,7.745,DHT,100.0,rcsb_bulk
1T63,IC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T63,EC50,2.799999952316284,nM,,8.553,DHT,100.0,rcsb_bulk
1T63,IC50,2.0999999046325684,nM,,8.678,DHT,100.0,rcsb_bulk
1T63,EC50,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T63,Ki,0.2800000011920929,nM,,9.553,DHT,100.0,rcsb_bulk
1T63,EC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T63,EC50,0.18000000715255737,nM,,9.745,DHT,100.0,rcsb_bulk
1T63,IC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T63,Ki,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T63,EC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T63,EC50,5.099999904632568,nM,,8.292,DHT,100.0,rcsb_bulk
1T63,IC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T63,IC50,1.8200000524520874,nM,,8.74,DHT,100.0,rcsb_bulk
1T63,EC50,0.14000000059604645,nM,,9.854,DHT,100.0,rcsb_bulk
1T63,Ki,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T63,IC50,0.6700000166893005,nM,,9.174,DHT,100.0,rcsb_bulk
1T63,EC50,20.0,nM,,7.699,DHT,100.0,rcsb_bulk
1T63,Ki,4.699999809265137,nM,,8.328,DHT,100.0,rcsb_bulk
1T63,IC50,3.0999999046325684,nM,,8.509,DHT,100.0,rcsb_bulk
1T63,EC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T63,Ki,0.4300000071525574,nM,,9.367,DHT,100.0,rcsb_bulk
1T63,IC50,4.0,nM,,8.398,DHT,100.0,rcsb_bulk
1T63,EC50,0.9700000286102295,nM,,9.013,DHT,100.0,rcsb_bulk
1T63,Ki,0.20000000298023224,nM,,9.699,DHT,100.0,rcsb_bulk
1T63,EC50,5.699999809265137,nM,,8.244,DHT,100.0,rcsb_bulk
1T63,Kd,0.25,nM,,9.602,DHT,100.0,rcsb_bulk
1T63,EC50,6.199999809265137,nM,,8.208,DHT,100.0,rcsb_bulk
1T63,Ki,0.28183799982070923,nM,,9.55,DHT,100.0,rcsb_bulk
1T63,EC50,3.9800000190734863,nM,,8.4,DHT,100.0,rcsb_bulk
1STC,IC50,2.299999952316284,nM,,8.638,STU,92.0,rcsb_bulk
1T7R,Ki,4.699999809265137,nM,,8.328,DHT,100.0,rcsb_bulk
1T7R,EC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T7R,Ki,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T7R,EC50,0.14000000059604645,nM,,9.854,DHT,100.0,rcsb_bulk
1T7R,Ki,0.2800000011920929,nM,,9.553,DHT,100.0,rcsb_bulk
1T7R,EC50,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
1T7R,Ki,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1T7R,Ki,0.4300000071525574,nM,,9.367,DHT,100.0,rcsb_bulk
1T7R,IC50,1.8200000524520874,nM,,8.74,DHT,100.0,rcsb_bulk
1T7R,IC50,4.0,nM,,8.398,DHT,100.0,rcsb_bulk
1T7R,IC50,3.0999999046325684,nM,,8.509,DHT,100.0,rcsb_bulk
1T7R,EC50,0.9700000286102295,nM,,9.013,DHT,100.0,rcsb_bulk
1T7R,EC50,6.199999809265137,nM,,8.208,DHT,100.0,rcsb_bulk
1T7R,EC50,5.0,nM,,8.301,DHT,100.0,rcsb_bulk
1T7R,Ki,0.28183799982070923,nM,,9.55,DHT,100.0,rcsb_bulk
1T7R,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T7R,EC50,6.0,nM,,8.222,DHT,100.0,rcsb_bulk
1T7R,EC50,5.699999809265137,nM,,8.244,DHT,100.0,rcsb_bulk
1T7R,EC50,3.9800000190734863,nM,,8.4,DHT,100.0,rcsb_bulk
1T7R,EC50,0.10000000149011612,nM,,10.0,DHT,100.0,rcsb_bulk
1T7R,EC50,2.799999952316284,nM,,8.553,DHT,100.0,rcsb_bulk
1T7R,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T7R,IC50,2.200000047683716,nM,,8.658,DHT,100.0,rcsb_bulk
1T7R,Ki,0.30000001192092896,nM,,9.523,DHT,100.0,rcsb_bulk
1T7R,Ki,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
1T7R,IC50,13.0,nM,,7.886,DHT,100.0,rcsb_bulk
1T7R,Kd,0.25,nM,,9.602,DHT,100.0,rcsb_bulk
1T7R,IC50,2.0999999046325684,nM,,8.678,DHT,100.0,rcsb_bulk
1T7R,Ki,0.20000000298023224,nM,,9.699,DHT,100.0,rcsb_bulk
1T7R,Ki,0.6899999976158142,nM,,9.161,DHT,100.0,rcsb_bulk
1T7R,Ki,0.8999999761581421,nM,,9.046,DHT,100.0,rcsb_bulk
1T7R,Ki,0.27000001072883606,nM,,9.569,DHT,100.0,rcsb_bulk
1T7R,IC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T7R,IC50,18.5,nM,,7.733,DHT,100.0,rcsb_bulk
1T7R,IC50,18.0,nM,,7.745,DHT,100.0,rcsb_bulk
1T7R,EC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T7R,EC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
1T7R,EC50,5.099999904632568,nM,,8.292,DHT,100.0,rcsb_bulk
1T7R,EC50,20.0,nM,,7.699,DHT,100.0,rcsb_bulk
1T7R,IC50,0.6700000166893005,nM,,9.174,DHT,100.0,rcsb_bulk
1T7R,EC50,0.18000000715255737,nM,,9.745,DHT,100.0,rcsb_bulk
1T7R,IC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
1T7R,IC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
1TA2,Ki,3.0,nM,,8.523,176,100.0,rcsb_bulk
1X7J,EC50,6.0,nM,,8.222,GEN,100.0,rcsb_bulk
1X7J,IC50,9.699999809265137,nM,,8.013,GEN,100.0,rcsb_bulk
1X7J,IC50,10.0,nM,,8.0,GEN,100.0,rcsb_bulk
1X7J,EC50,73.0,nM,,7.137,GEN,100.0,rcsb_bulk
1X7J,IC50,1.2999999523162842,nM,,8.886,GEN,100.0,rcsb_bulk
1X7J,IC50,25.0,nM,,7.602,GEN,100.0,rcsb_bulk
1X7J,IC50,390.0,nM,,6.409,GEN,100.0,rcsb_bulk
1X7J,IC50,395.0,nM,,6.403,GEN,100.0,rcsb_bulk
1X7J,EC50,2.4000000953674316,nM,,8.62,GEN,100.0,rcsb_bulk
1X7J,EC50,4.099999904632568,nM,,8.387,GEN,100.0,rcsb_bulk
1X7J,EC50,28.0,nM,,7.553,GEN,100.0,rcsb_bulk
1X7J,IC50,4.0,nM,,8.398,GEN,100.0,rcsb_bulk
1X7J,IC50,78.0,nM,,7.108,GEN,100.0,rcsb_bulk
1X7J,IC50,18.0,nM,,7.745,GEN,100.0,rcsb_bulk
1X7J,IC50,83.0,nM,,7.081,GEN,100.0,rcsb_bulk
1X7J,IC50,98.69999694824219,nM,,7.006,GEN,100.0,rcsb_bulk
1X7J,IC50,200.0,nM,,6.699,GEN,100.0,rcsb_bulk
1X7J,Ki,24.0,nM,,7.62,GEN,100.0,rcsb_bulk
1X7J,EC50,200.0,nM,,6.699,GEN,100.0,rcsb_bulk
1X7J,IC50,990.0,nM,,6.004,GEN,100.0,rcsb_bulk
1X7J,IC50,6.800000190734863,nM,,8.167,GEN,100.0,rcsb_bulk
1X7J,IC50,61.0,nM,,7.215,GEN,100.0,rcsb_bulk
1YDS,Ki,1200.0,nM,,5.921,IQS,96.0,rcsb_bulk
1YDS,IC50,5300.0,nM,,5.276,IQS,99.0,rcsb_bulk
1YDT,Ki,50.0,nM,,7.301,IQB,91.0,rcsb_bulk
1YDT,IC50,73.0,nM,,7.137,IQB,99.0,rcsb_bulk
1YDT,IC50,100.0,nM,,7.0,IQB,97.0,rcsb_bulk
1YDT,Ki,48.0,nM,,7.319,IQB,98.0,rcsb_bulk
1YDT,Kd,23.0,nM,,7.638,IQB,97.0,rcsb_bulk
1ZAF,IC50,20.0,nM,,7.699,789,99.0,rcsb_bulk
1ZGV,IC50,1000.0,nM,,6.0,501,100.0,rcsb_bulk
1ZGY,Ki,8.0,nM,,8.097,BRL,100.0,rcsb_bulk
1ZGY,EC50,114.0,nM,,6.943,BRL,100.0,rcsb_bulk
1ZGY,EC50,115.0,nM,,6.939,BRL,100.0,rcsb_bulk
1ZGY,EC50,117.0,nM,,6.932,BRL,100.0,rcsb_bulk
1ZGY,EC50,120.0,nM,,6.921,BRL,100.0,rcsb_bulk
1ZGY,IC50,10.0,nM,,8.0,BRL,100.0,rcsb_bulk
1ZGY,EC50,134.0,nM,,6.873,BRL,100.0,rcsb_bulk
1ZGY,EC50,144.0,nM,,6.842,BRL,100.0,rcsb_bulk
1ZGY,EC50,154.0,nM,,6.812,BRL,100.0,rcsb_bulk
1ZGY,EC50,155.0,nM,,6.81,BRL,100.0,rcsb_bulk
1ZGY,EC50,156.0,nM,,6.807,BRL,100.0,rcsb_bulk
1ZGY,EC50,169.0,nM,,6.772,BRL,100.0,rcsb_bulk
1ZGY,IC50,4400.0,nM,,5.357,BRL,100.0,rcsb_bulk
1ZGY,EC50,200.0,nM,,6.699,BRL,100.0,rcsb_bulk
1ZGY,EC50,210.0,nM,,6.678,BRL,100.0,rcsb_bulk
1ZGY,EC50,60.0,nM,,7.222,BRL,100.0,rcsb_bulk
1ZGY,Ki,20.0,nM,,7.699,BRL,100.0,rcsb_bulk
1ZGY,Ki,17.0,nM,,7.77,BRL,100.0,rcsb_bulk
1ZGY,EC50,76.0,nM,,7.119,BRL,100.0,rcsb_bulk
1ZGY,EC50,83.0,nM,,7.081,BRL,100.0,rcsb_bulk
1ZGY,EC50,87.0,nM,,7.06,BRL,100.0,rcsb_bulk
1ZGY,EC50,89.0,nM,,7.051,BRL,100.0,rcsb_bulk
1ZGY,EC50,95.0,nM,,7.022,BRL,100.0,rcsb_bulk
1ZGY,EC50,100.0,nM,,7.0,BRL,100.0,rcsb_bulk
1ZGY,EC50,481.0,nM,,6.318,BRL,100.0,rcsb_bulk
1ZGY,IC50,38.0,nM,,7.42,BRL,100.0,rcsb_bulk
1ZGY,Kd,3300.0,nM,,5.481,BRL,100.0,rcsb_bulk
1ZGY,Kd,3380.0,nM,,5.471,BRL,100.0,rcsb_bulk
1ZGY,EC50,730.0,nM,,6.137,BRL,100.0,rcsb_bulk
1ZGY,EC50,240.0,nM,,6.62,BRL,100.0,rcsb_bulk
1ZGY,EC50,1.0,nM,,9.0,BRL,100.0,rcsb_bulk
1ZGY,EC50,259.0,nM,,6.587,BRL,100.0,rcsb_bulk
1ZGY,EC50,260.0,nM,,6.585,BRL,100.0,rcsb_bulk
1ZGY,EC50,280.0,nM,,6.553,BRL,100.0,rcsb_bulk
1ZGY,EC50,297.0,nM,,6.527,BRL,100.0,rcsb_bulk
1ZGY,EC50,300.0,nM,,6.523,BRL,100.0,rcsb_bulk
1ZGY,EC50,316.0,nM,,6.5,BRL,100.0,rcsb_bulk
1ZGY,EC50,326.0,nM,,6.487,BRL,100.0,rcsb_bulk
1ZGY,EC50,332.0,nM,,6.479,BRL,100.0,rcsb_bulk
1ZGY,Kd,1.2000000476837158,nM,,8.921,BRL,100.0,rcsb_bulk
1ZGY,EC50,396.0,nM,,6.402,BRL,100.0,rcsb_bulk
1ZGY,Kd,48.0,nM,,7.319,BRL,100.0,rcsb_bulk
1ZGY,IC50,159.0,nM,,6.799,BRL,100.0,rcsb_bulk
1ZGY,EC50,8.0,nM,,8.097,BRL,100.0,rcsb_bulk
1ZGY,EC50,0.10000000149011612,nM,,10.0,BRL,100.0,rcsb_bulk
1ZGY,EC50,9.0,nM,,8.046,BRL,100.0,rcsb_bulk
1ZGY,EC50,10.0,nM,,8.0,BRL,100.0,rcsb_bulk
1ZGY,IC50,60000.0,nM,,4.222,BRL,100.0,rcsb_bulk
1ZGY,IC50,90.0,nM,,7.046,BRL,100.0,rcsb_bulk
1ZGY,IC50,103.0,nM,,6.987,BRL,100.0,rcsb_bulk
1ZGY,IC50,76.0,nM,,7.119,BRL,100.0,rcsb_bulk
1ZGY,EC50,4.0,nM,,8.398,BRL,100.0,rcsb_bulk
1ZGY,IC50,88.0,nM,,7.056,BRL,100.0,rcsb_bulk
1ZGY,IC50,22000.0,nM,,4.658,BRL,100.0,rcsb_bulk
1ZGY,EC50,30.0,nM,,7.523,BRL,98.0,rcsb_bulk
1ZGY,IC50,112.0,nM,,6.951,BRL,100.0,rcsb_bulk
1ZGY,EC50,27.0,nM,,7.569,BRL,100.0,rcsb_bulk
1ZGY,EC50,39.0,nM,,7.409,BRL,100.0,rcsb_bulk
1ZGY,EC50,40.0,nM,,7.398,BRL,100.0,rcsb_bulk
1ZGY,IC50,7.699999809265137,nM,,8.114,BRL,100.0,rcsb_bulk
1ZGY,Ki,27.0,nM,,7.569,BRL,100.0,rcsb_bulk
1ZGY,Ki,26.0,nM,,7.585,BRL,100.0,rcsb_bulk
1ZGY,EC50,49.0,nM,,7.31,BRL,100.0,rcsb_bulk
1ZGY,EC50,52.0,nM,,7.284,BRL,100.0,rcsb_bulk
1ZGY,EC50,14.0,nM,,7.854,BRL,100.0,rcsb_bulk
1ZGY,Ki,59.0,nM,,7.229,BRL,100.0,rcsb_bulk
1ZGY,IC50,292.0,nM,,6.535,BRL,100.0,rcsb_bulk
1ZGY,IC50,298.0,nM,,6.526,BRL,100.0,rcsb_bulk
1ZGY,EC50,18.0,nM,,7.745,BRL,100.0,rcsb_bulk
1ZGY,Ki,47.0,nM,,7.328,BRL,100.0,rcsb_bulk
1ZGY,EC50,20.0,nM,,7.699,BRL,100.0,rcsb_bulk
1ZGY,EC50,26.0,nM,,7.585,BRL,100.0,rcsb_bulk
2BDY,IC50,17.0,nM,,7.77,UNB,100.0,rcsb_bulk
2C1A,IC50,170.0,nM,,6.77,I5S,100.0,rcsb_bulk
2GNI,Ki,1600.0,nM,,5.796,M77,90.0,rcsb_bulk
2GNI,IC50,1947.0,nM,,5.711,M77,99.0,rcsb_bulk
2GNI,IC50,541.0,nM,,6.267,M77,99.0,rcsb_bulk
2GNI,IC50,1494.0,nM,,5.826,M77,98.0,rcsb_bulk
2GNI,IC50,870.0,nM,,6.06,M77,99.0,rcsb_bulk
2GNI,IC50,7605.0,nM,,5.119,M77,98.0,rcsb_bulk
2GNI,IC50,607.0,nM,,6.217,M77,98.0,rcsb_bulk
2GNI,IC50,2452.0,nM,,5.61,M77,98.0,rcsb_bulk
2GNI,Ki,460.0,nM,,6.337,M77,96.0,rcsb_bulk
2GNI,IC50,1127.0,nM,,5.948,M77,99.0,rcsb_bulk
2GNI,IC50,853.0,nM,,6.069,M77,98.0,rcsb_bulk
2GNI,IC50,1350.0,nM,,5.87,M77,99.0,rcsb_bulk
2GNI,IC50,893.0,nM,,6.049,M77,98.0,rcsb_bulk
2GNI,IC50,2280.0,nM,,5.642,M77,100.0,rcsb_bulk
2JDO,IC50,230.0,nM,,6.638,I5S,98.0,rcsb_bulk
2JDO,IC50,260.0,nM,,6.585,I5S,98.0,rcsb_bulk
2JDT,IC50,170.0,nM,,6.77,I5S,98.0,rcsb_bulk
2P5B,IC50,85000.0,nM,,4.071,OGA,100.0,rcsb_bulk
2P5B,IC50,250000.0,nM,,3.602,OGA,100.0,rcsb_bulk
2PXJ,IC50,250000.0,nM,,3.602,OGA,100.0,rcsb_bulk
2PXJ,IC50,85000.0,nM,,4.071,OGA,100.0,rcsb_bulk
2OX0,IC50,85000.0,nM,,4.071,OGA,100.0,rcsb_bulk
2OX0,IC50,250000.0,nM,,3.602,OGA,100.0,rcsb_bulk
2OT7,IC50,85000.0,nM,,4.071,OGA,100.0,rcsb_bulk
2OT7,IC50,250000.0,nM,,3.602,OGA,100.0,rcsb_bulk
2OS2,IC50,250000.0,nM,,3.602,OGA,100.0,rcsb_bulk
2OS2,IC50,85000.0,nM,,4.071,OGA,100.0,rcsb_bulk
2OQ6,IC50,250000.0,nM,,3.602,OGA,100.0,rcsb_bulk
2OQ6,IC50,85000.0,nM,,4.071,OGA,100.0,rcsb_bulk
2OD9,IC50,91000.0,nM,,4.041,NCA,100.0,rcsb_bulk
2Q7J,IC50,3090.300048828125,nM,,5.51,TES,100.0,rcsb_bulk
2Q7J,IC50,3.200000047683716,nM,,8.495,TES,100.0,rcsb_bulk
2Q7J,EC50,2.0,nM,,8.699,TES,100.0,rcsb_bulk
2Q7J,IC50,2.700000047683716,nM,,8.569,TES,100.0,rcsb_bulk
2Q7J,Ki,1.399999976158142,nM,,8.854,TES,100.0,rcsb_bulk
2Q7J,Ki,3.200000047683716,nM,,8.495,TES,100.0,rcsb_bulk
2Q7J,IC50,4.699999809265137,nM,,8.328,TES,100.0,rcsb_bulk
2Q7J,EC50,3.1600000858306885,nM,,8.5,TES,100.0,rcsb_bulk
2Q7J,IC50,4.199999809265137,nM,,8.377,TES,100.0,rcsb_bulk
2Q7J,IC50,6.5,nM,,8.187,TES,100.0,rcsb_bulk
2Q7J,Ki,4.300000190734863,nM,,8.367,TES,100.0,rcsb_bulk
2Q7J,IC50,30.0,nM,,7.523,TES,100.0,rcsb_bulk
2Q7J,Kd,0.4000000059604645,nM,,9.398,TES,100.0,rcsb_bulk
2Q7J,IC50,4.300000190734863,nM,,8.367,TES,100.0,rcsb_bulk
2Q7J,Ki,29.0,nM,,7.538,TES,100.0,rcsb_bulk
2Q7J,IC50,3.9000000953674316,nM,,8.409,TES,100.0,rcsb_bulk
2Q7J,EC50,1.100000023841858,nM,,8.959,TES,100.0,rcsb_bulk
2Q7J,Ki,4.900000095367432,nM,,8.31,TES,100.0,rcsb_bulk
2Q7J,IC50,4.570000171661377,nM,,8.34,TES,100.0,rcsb_bulk
